code,outcome,count
"Helping > (guideInteractively, phrasedAsUnsure, learningResources, detailed)",F,0
"Helping > (guideInteractively, phrasedAsUnsure, learningResources, detailed)",S,0
"Helping > (guideInteractively, phrasedAsUnsure, learningResources, unknown)",F,0
"Helping > (guideInteractively, phrasedAsUnsure, learningResources, unknown)",S,0
"Helping > (guideInteractively, phrasedAsUnsure, learningResources, vague)",F,0
"Helping > (guideInteractively, phrasedAsUnsure, learningResources, vague)",S,0
"Helping > (guideInteractively, phrasedAsUnsure, originalCode, detailed)",F,0
"Helping > (guideInteractively, phrasedAsUnsure, originalCode, detailed)",S,0
"Helping > (guideInteractively, phrasedAsUnsure, originalCode, unknown)",F,0
"Helping > (guideInteractively, phrasedAsUnsure, originalCode, unknown)",S,0
"Helping > (guideInteractively, phrasedAsUnsure, originalCode, vague)",F,0
"Helping > (guideInteractively, phrasedAsUnsure, originalCode, vague)",S,0
"Helping > (guideInteractively, phrasedAsUnsure, personalInfo, detailed)",F,0
"Helping > (guideInteractively, phrasedAsUnsure, personalInfo, detailed)",S,0
"Helping > (guideInteractively, phrasedAsUnsure, personalInfo, unknown)",F,0
"Helping > (guideInteractively, phrasedAsUnsure, personalInfo, unknown)",S,0
"Helping > (guideInteractively, phrasedAsUnsure, personalInfo, vague)",F,0
"Helping > (guideInteractively, phrasedAsUnsure, personalInfo, vague)",S,0
"Helping > (guideInteractively, phrasedAsUnsure, platformRelated, detailed)",F,0
"Helping > (guideInteractively, phrasedAsUnsure, platformRelated, detailed)",S,0
"Helping > (guideInteractively, phrasedAsUnsure, platformRelated, unknown)",F,0
"Helping > (guideInteractively, phrasedAsUnsure, platformRelated, unknown)",S,0
"Helping > (guideInteractively, phrasedAsUnsure, platformRelated, vague)",F,0
"Helping > (guideInteractively, phrasedAsUnsure, platformRelated, vague)",S,0
"Helping > (guideInteractively, phrasedAsUnsure, proposedNewCode, detailed)",F,1
"Helping > (guideInteractively, phrasedAsUnsure, proposedNewCode, detailed)",S,0
"Helping > (guideInteractively, phrasedAsUnsure, proposedNewCode, unknown)",F,0
"Helping > (guideInteractively, phrasedAsUnsure, proposedNewCode, unknown)",S,0
"Helping > (guideInteractively, phrasedAsUnsure, proposedNewCode, vague)",F,0
"Helping > (guideInteractively, phrasedAsUnsure, proposedNewCode, vague)",S,0
"Helping > (guideInteractively, phrasedAsUnsure, testCases, detailed)",F,0
"Helping > (guideInteractively, phrasedAsUnsure, testCases, detailed)",S,0
"Helping > (guideInteractively, phrasedAsUnsure, testCases, unknown)",F,1
"Helping > (guideInteractively, phrasedAsUnsure, testCases, unknown)",S,0
"Helping > (guideInteractively, phrasedAsUnsure, testCases, vague)",F,0
"Helping > (guideInteractively, phrasedAsUnsure, testCases, vague)",S,0
"Helping > (guideInteractively, unknown, bug, detailed)",F,0
"Helping > (guideInteractively, unknown, bug, detailed)",S,0
"Helping > (guideInteractively, unknown, bug, unknown)",F,0
"Helping > (guideInteractively, unknown, bug, unknown)",S,0
"Helping > (guideInteractively, unknown, bug, vague)",F,0
"Helping > (guideInteractively, unknown, bug, vague)",S,0
"Helping > (guideInteractively, unknown, codeOpinion, detailed)",F,0
"Helping > (guideInteractively, unknown, codeOpinion, detailed)",S,0
"Helping > (guideInteractively, unknown, codeOpinion, unknown)",F,0
"Helping > (guideInteractively, unknown, codeOpinion, unknown)",S,0
"Helping > (guideInteractively, unknown, codeOpinion, vague)",F,0
"Helping > (guideInteractively, unknown, codeOpinion, vague)",S,0
"Helping > (guideInteractively, unknown, codeSpecifications, detailed)",F,0
"Helping > (guideInteractively, unknown, codeSpecifications, detailed)",S,0
"Helping > (guideInteractively, unknown, codeSpecifications, unknown)",F,0
"Helping > (guideInteractively, unknown, codeSpecifications, unknown)",S,0
"Helping > (guideInteractively, unknown, codeSpecifications, vague)",F,0
"Helping > (guideInteractively, unknown, codeSpecifications, vague)",S,0
"Helping > (guideInteractively, unknown, codingConcept, detailed)",F,0
"Helping > (guideInteractively, unknown, codingConcept, detailed)",S,0
"Helping > (guideInteractively, unknown, codingConcept, unknown)",F,0
"Helping > (guideInteractively, unknown, codingConcept, unknown)",S,0
"Helping > (guideInteractively, unknown, codingConcept, vague)",F,0
"Helping > (guideInteractively, unknown, codingConcept, vague)",S,0
"Helping > (guideInteractively, unknown, codingExperience, detailed)",F,0
"Helping > (guideInteractively, unknown, codingExperience, detailed)",S,0
"Helping > (guideInteractively, unknown, codingExperience, unknown)",F,0
"Helping > (guideInteractively, unknown, codingExperience, unknown)",S,0
"Helping > (guideInteractively, unknown, codingExperience, vague)",F,0
"Helping > (guideInteractively, unknown, codingExperience, vague)",S,0
"Helping > (guideInteractively, unknown, developmentStrategy, detailed)",F,0
"Helping > (guideInteractively, unknown, developmentStrategy, detailed)",S,2
"Helping > (guideInteractively, unknown, developmentStrategy, unknown)",F,0
"Helping > (guideInteractively, unknown, developmentStrategy, unknown)",S,0
"Helping > (guideInteractively, unknown, developmentStrategy, vague)",F,0
"Helping > (guideInteractively, unknown, developmentStrategy, vague)",S,0
"Helping > (guideInteractively, unknown, errorLocation, detailed)",F,0
"Helping > (guideInteractively, unknown, errorLocation, detailed)",S,0
"Helping > (guideInteractively, unknown, errorLocation, unknown)",F,0
"Helping > (guideInteractively, unknown, errorLocation, unknown)",S,0
"Helping > (guideInteractively, unknown, errorLocation, vague)",F,0
"Helping > (guideInteractively, unknown, errorLocation, vague)",S,0
"Helping > (guideInteractively, unknown, errorMsg, detailed)",F,0
"Helping > (guideInteractively, unknown, errorMsg, detailed)",S,0
"Helping > (guideInteractively, unknown, errorMsg, unknown)",F,0
"Helping > (guideInteractively, unknown, errorMsg, unknown)",S,0
"Helping > (guideInteractively, unknown, errorMsg, vague)",F,0
"Helping > (guideInteractively, unknown, errorMsg, vague)",S,0
"Helping > (guideInteractively, unknown, learningResources, detailed)",F,0
"Helping > (guideInteractively, unknown, learningResources, detailed)",S,0
"Helping > (guideInteractively, unknown, learningResources, unknown)",F,0
"Helping > (guideInteractively, unknown, learningResources, unknown)",S,0
"Helping > (guideInteractively, unknown, learningResources, vague)",F,0
"Helping > (guideInteractively, unknown, learningResources, vague)",S,0
"Helping > (guideInteractively, unknown, originalCode, detailed)",F,0
"Helping > (guideInteractively, unknown, originalCode, detailed)",S,0
"Helping > (guideInteractively, unknown, originalCode, unknown)",F,0
"Helping > (guideInteractively, unknown, originalCode, unknown)",S,0
"Helping > (guideInteractively, unknown, originalCode, vague)",F,0
"Helping > (guideInteractively, unknown, originalCode, vague)",S,0
"Helping > (guideInteractively, unknown, personalInfo, detailed)",F,0
"Helping > (guideInteractively, unknown, personalInfo, detailed)",S,0
"Helping > (guideInteractively, unknown, personalInfo, unknown)",F,0
"Helping > (guideInteractively, unknown, personalInfo, unknown)",S,0
"Helping > (guideInteractively, unknown, personalInfo, vague)",F,0
"Helping > (guideInteractively, unknown, personalInfo, vague)",S,0
"Helping > (guideInteractively, unknown, platformRelated, detailed)",F,0
"Helping > (guideInteractively, unknown, platformRelated, detailed)",S,0
"Helping > (guideInteractively, unknown, platformRelated, unknown)",F,0
"Helping > (guideInteractively, unknown, platformRelated, unknown)",S,0
"Helping > (guideInteractively, unknown, platformRelated, vague)",F,0
"Helping > (guideInteractively, unknown, platformRelated, vague)",S,0
"Helping > (guideInteractively, unknown, proposedNewCode, detailed)",F,1
"Helping > (guideInteractively, unknown, proposedNewCode, detailed)",S,1
"Helping > (guideInteractively, unknown, proposedNewCode, unknown)",F,1
"Helping > (guideInteractively, unknown, proposedNewCode, unknown)",S,0
"Helping > (guideInteractively, unknown, proposedNewCode, vague)",F,0
"Helping > (guideInteractively, unknown, proposedNewCode, vague)",S,0
"Helping > (guideInteractively, unknown, testCases, detailed)",F,0
"Helping > (guideInteractively, unknown, testCases, detailed)",S,0
"Helping > (guideInteractively, unknown, testCases, unknown)",F,0
"Helping > (guideInteractively, unknown, testCases, unknown)",S,1
"Helping > (guideInteractively, unknown, testCases, vague)",F,0
"Helping > (guideInteractively, unknown, testCases, vague)",S,1
"Helping > (implement, phrasedAsCertain, bug)",F,1
"Helping > (implement, phrasedAsCertain, bug)",S,1
"Helping > (implement, phrasedAsCertain, codeOpinion)",F,0
"Helping > (implement, phrasedAsCertain, codeOpinion)",S,0
"Helping > (implement, phrasedAsCertain, codeSpecifications)",F,0
"Helping > (implement, phrasedAsCertain, codeSpecifications)",S,2
"Helping > (implement, phrasedAsCertain, codingConcept)",F,1
"Helping > (implement, phrasedAsCertain, codingConcept)",S,0
"Helping > (implement, phrasedAsCertain, codingExperience)",F,0
"Helping > (implement, phrasedAsCertain, codingExperience)",S,0
"Helping > (implement, phrasedAsCertain, developmentStrategy)",F,6
"Helping > (implement, phrasedAsCertain, developmentStrategy)",S,4
"Helping > (implement, phrasedAsCertain, errorLocation)",F,0
"Helping > (implement, phrasedAsCertain, errorLocation)",S,0
"Helping > (implement, phrasedAsCertain, errorMsg)",F,0
"Helping > (implement, phrasedAsCertain, errorMsg)",S,0
"Helping > (implement, phrasedAsCertain, learningResources)",F,0
"Helping > (implement, phrasedAsCertain, learningResources)",S,1
"Helping > (implement, phrasedAsCertain, originalCode)",F,0
"Helping > (implement, phrasedAsCertain, originalCode)",S,0
"Helping > (implement, phrasedAsCertain, personalInfo)",F,0
"Helping > (implement, phrasedAsCertain, personalInfo)",S,0
"Helping > (implement, phrasedAsCertain, platformRelated)",F,0
"Helping > (implement, phrasedAsCertain, platformRelated)",S,0
"Helping > (implement, phrasedAsCertain, proposedNewCode)",F,85
"Helping > (implement, phrasedAsCertain, proposedNewCode)",S,238
"Helping > (implement, phrasedAsCertain, testCases)",F,2
"Helping > (implement, phrasedAsCertain, testCases)",S,1
"Helping > (implement, phrasedAsUnsure, bug)",F,0
"Helping > (implement, phrasedAsUnsure, bug)",S,0
"Helping > (implement, phrasedAsUnsure, codeOpinion)",F,0
"Helping > (implement, phrasedAsUnsure, codeOpinion)",S,0
"Helping > (implement, phrasedAsUnsure, codeSpecifications)",F,0
"Helping > (implement, phrasedAsUnsure, codeSpecifications)",S,0
"Helping > (implement, phrasedAsUnsure, codingConcept)",F,0
"Helping > (implement, phrasedAsUnsure, codingConcept)",S,0
"Helping > (implement, phrasedAsUnsure, codingExperience)",F,0
"Helping > (implement, phrasedAsUnsure, codingExperience)",S,0
"Helping > (implement, phrasedAsUnsure, developmentStrategy)",F,0
"Helping > (implement, phrasedAsUnsure, developmentStrategy)",S,0
"Helping > (implement, phrasedAsUnsure, errorLocation)",F,1
"Helping > (implement, phrasedAsUnsure, errorLocation)",S,0
"Helping > (implement, phrasedAsUnsure, errorMsg)",F,0
"Helping > (implement, phrasedAsUnsure, errorMsg)",S,0
"Helping > (implement, phrasedAsUnsure, learningResources)",F,0
"Helping > (implement, phrasedAsUnsure, learningResources)",S,0
"Helping > (implement, phrasedAsUnsure, originalCode)",F,1
"Helping > (implement, phrasedAsUnsure, originalCode)",S,0
"Helping > (implement, phrasedAsUnsure, personalInfo)",F,0
"Helping > (implement, phrasedAsUnsure, personalInfo)",S,0
"Helping > (implement, phrasedAsUnsure, platformRelated)",F,0
"Helping > (implement, phrasedAsUnsure, platformRelated)",S,0
"Helping > (implement, phrasedAsUnsure, proposedNewCode)",F,8
"Helping > (implement, phrasedAsUnsure, proposedNewCode)",S,23
"Helping > (implement, phrasedAsUnsure, testCases)",F,0
"Helping > (implement, phrasedAsUnsure, testCases)",S,0
"Helping > (implement, unknown, bug)",F,0
"Helping > (implement, unknown, bug)",S,0
"Helping > (implement, unknown, codeOpinion)",F,0
"Helping > (implement, unknown, codeOpinion)",S,0
"Helping > (implement, unknown, codeSpecifications)",F,0
"Helping > (implement, unknown, codeSpecifications)",S,0
"Helping > (implement, unknown, codingConcept)",F,0
"Helping > (implement, unknown, codingConcept)",S,0
"Helping > (implement, unknown, codingExperience)",F,0
"Helping > (implement, unknown, codingExperience)",S,0
"Helping > (implement, unknown, developmentStrategy)",F,0
"Helping > (implement, unknown, developmentStrategy)",S,0
"Helping > (implement, unknown, errorLocation)",F,0
"Helping > (implement, unknown, errorLocation)",S,0
"Helping > (implement, unknown, errorMsg)",F,0
"Helping > (implement, unknown, errorMsg)",S,0
"Helping > (implement, unknown, learningResources)",F,0
"Helping > (implement, unknown, learningResources)",S,0
"Helping > (implement, unknown, originalCode)",F,0
"Helping > (implement, unknown, originalCode)",S,0
"Helping > (implement, unknown, personalInfo)",F,0
"Helping > (implement, unknown, personalInfo)",S,0
"Helping > (implement, unknown, platformRelated)",F,0
"Helping > (implement, unknown, platformRelated)",S,0
"Helping > (implement, unknown, proposedNewCode)",F,1
"Helping > (implement, unknown, proposedNewCode)",S,3
"Helping > (implement, unknown, testCases)",F,0
"Helping > (implement, unknown, testCases)",S,0
"Helping > (negativeConfirmation, phrasedAsCertain, bug)",F,3
"Helping > (negativeConfirmation, phrasedAsCertain, bug)",S,3
"Helping > (negativeConfirmation, phrasedAsCertain, codeOpinion)",F,0
"Helping > (negativeConfirmation, phrasedAsCertain, codeOpinion)",S,0
"Helping > (negativeConfirmation, phrasedAsCertain, codeSpecifications)",F,20
"Helping > (negativeConfirmation, phrasedAsCertain, codeSpecifications)",S,11
"Helping > (negativeConfirmation, phrasedAsCertain, codingConcept)",F,8
"Helping > (negativeConfirmation, phrasedAsCertain, codingConcept)",S,13
"Helping > (negativeConfirmation, phrasedAsCertain, codingExperience)",F,2
"Helping > (negativeConfirmation, phrasedAsCertain, codingExperience)",S,9
"Helping > (negativeConfirmation, phrasedAsCertain, developmentStrategy)",F,3
"Helping > (negativeConfirmation, phrasedAsCertain, developmentStrategy)",S,0
"Helping > (negativeConfirmation, phrasedAsCertain, errorLocation)",F,0
"Helping > (negativeConfirmation, phrasedAsCertain, errorLocation)",S,0
"Helping > (negativeConfirmation, phrasedAsCertain, errorMsg)",F,0
"Helping > (negativeConfirmation, phrasedAsCertain, errorMsg)",S,0
"Helping > (negativeConfirmation, phrasedAsCertain, learningResources)",F,0
"Helping > (negativeConfirmation, phrasedAsCertain, learningResources)",S,4
"Helping > (negativeConfirmation, phrasedAsCertain, originalCode)",F,12
"Helping > (negativeConfirmation, phrasedAsCertain, originalCode)",S,14
"Helping > (negativeConfirmation, phrasedAsCertain, personalInfo)",F,3
"Helping > (negativeConfirmation, phrasedAsCertain, personalInfo)",S,14
"Helping > (negativeConfirmation, phrasedAsCertain, platformRelated)",F,4
"Helping > (negativeConfirmation, phrasedAsCertain, platformRelated)",S,11
"Helping > (negativeConfirmation, phrasedAsCertain, proposedNewCode)",F,40
"Helping > (negativeConfirmation, phrasedAsCertain, proposedNewCode)",S,41
"Helping > (negativeConfirmation, phrasedAsCertain, testCases)",F,1
"Helping > (negativeConfirmation, phrasedAsCertain, testCases)",S,3
"Helping > (negativeConfirmation, phrasedAsUnsure, bug)",F,0
"Helping > (negativeConfirmation, phrasedAsUnsure, bug)",S,0
"Helping > (negativeConfirmation, phrasedAsUnsure, codeOpinion)",F,0
"Helping > (negativeConfirmation, phrasedAsUnsure, codeOpinion)",S,0
"Helping > (negativeConfirmation, phrasedAsUnsure, codeSpecifications)",F,5
"Helping > (negativeConfirmation, phrasedAsUnsure, codeSpecifications)",S,0
"Helping > (negativeConfirmation, phrasedAsUnsure, codingConcept)",F,4
"Helping > (negativeConfirmation, phrasedAsUnsure, codingConcept)",S,1
"Helping > (negativeConfirmation, phrasedAsUnsure, codingExperience)",F,0
"Helping > (negativeConfirmation, phrasedAsUnsure, codingExperience)",S,2
"Helping > (negativeConfirmation, phrasedAsUnsure, developmentStrategy)",F,0
"Helping > (negativeConfirmation, phrasedAsUnsure, developmentStrategy)",S,0
"Helping > (negativeConfirmation, phrasedAsUnsure, errorLocation)",F,0
"Helping > (negativeConfirmation, phrasedAsUnsure, errorLocation)",S,0
"Helping > (negativeConfirmation, phrasedAsUnsure, errorMsg)",F,0
"Helping > (negativeConfirmation, phrasedAsUnsure, errorMsg)",S,0
"Helping > (negativeConfirmation, phrasedAsUnsure, learningResources)",F,0
"Helping > (negativeConfirmation, phrasedAsUnsure, learningResources)",S,0
"Helping > (negativeConfirmation, phrasedAsUnsure, originalCode)",F,4
"Helping > (negativeConfirmation, phrasedAsUnsure, originalCode)",S,0
"Helping > (negativeConfirmation, phrasedAsUnsure, personalInfo)",F,0
"Helping > (negativeConfirmation, phrasedAsUnsure, personalInfo)",S,0
"Helping > (negativeConfirmation, phrasedAsUnsure, platformRelated)",F,0
"Helping > (negativeConfirmation, phrasedAsUnsure, platformRelated)",S,0
"Helping > (negativeConfirmation, phrasedAsUnsure, proposedNewCode)",F,7
"Helping > (negativeConfirmation, phrasedAsUnsure, proposedNewCode)",S,0
"Helping > (negativeConfirmation, phrasedAsUnsure, testCases)",F,0
"Helping > (negativeConfirmation, phrasedAsUnsure, testCases)",S,1
"Helping > (negativeConfirmation, unknown, bug)",F,0
"Helping > (negativeConfirmation, unknown, bug)",S,0
"Helping > (negativeConfirmation, unknown, codeOpinion)",F,0
"Helping > (negativeConfirmation, unknown, codeOpinion)",S,0
"Helping > (negativeConfirmation, unknown, codeSpecifications)",F,1
"Helping > (negativeConfirmation, unknown, codeSpecifications)",S,1
"Helping > (negativeConfirmation, unknown, codingConcept)",F,0
"Helping > (negativeConfirmation, unknown, codingConcept)",S,0
"Helping > (negativeConfirmation, unknown, codingExperience)",F,0
"Helping > (negativeConfirmation, unknown, codingExperience)",S,2
"Helping > (negativeConfirmation, unknown, developmentStrategy)",F,0
"Helping > (negativeConfirmation, unknown, developmentStrategy)",S,0
"Helping > (negativeConfirmation, unknown, errorLocation)",F,0
"Helping > (negativeConfirmation, unknown, errorLocation)",S,0
"Helping > (negativeConfirmation, unknown, errorMsg)",F,0
"Helping > (negativeConfirmation, unknown, errorMsg)",S,0
"Helping > (negativeConfirmation, unknown, learningResources)",F,0
"Helping > (negativeConfirmation, unknown, learningResources)",S,0
"Helping > (negativeConfirmation, unknown, originalCode)",F,2
"Helping > (negativeConfirmation, unknown, originalCode)",S,0
"Helping > (negativeConfirmation, unknown, personalInfo)",F,0
"Helping > (negativeConfirmation, unknown, personalInfo)",S,1
"Helping > (negativeConfirmation, unknown, platformRelated)",F,0
"Helping > (negativeConfirmation, unknown, platformRelated)",S,0
"Helping > (negativeConfirmation, unknown, proposedNewCode)",F,2
"Helping > (negativeConfirmation, unknown, proposedNewCode)",S,2
"Helping > (negativeConfirmation, unknown, testCases)",F,0
"Helping > (negativeConfirmation, unknown, testCases)",S,0
"Helping > (positiveConfirmation, phrasedAsCertain, bug)",F,20
"Helping > (positiveConfirmation, phrasedAsCertain, bug)",S,43
"Helping > (positiveConfirmation, phrasedAsCertain, codeOpinion)",F,5
"Helping > (positiveConfirmation, phrasedAsCertain, codeOpinion)",S,16
"Helping > (positiveConfirmation, phrasedAsCertain, codeSpecifications)",F,86
"Helping > (positiveConfirmation, phrasedAsCertain, codeSpecifications)",S,134
"Helping > (positiveConfirmation, phrasedAsCertain, codingConcept)",F,41
"Helping > (positiveConfirmation, phrasedAsCertain, codingConcept)",S,50
"Helping > (positiveConfirmation, phrasedAsCertain, codingExperience)",F,16
"Helping > (positiveConfirmation, phrasedAsCertain, codingExperience)",S,14
"Helping > (positiveConfirmation, phrasedAsCertain, developmentStrategy)",F,14
"Helping > (positiveConfirmation, phrasedAsCertain, developmentStrategy)",S,9
"Helping > (positiveConfirmation, phrasedAsCertain, errorLocation)",F,4
"Helping > (positiveConfirmation, phrasedAsCertain, errorLocation)",S,1
"Helping > (positiveConfirmation, phrasedAsCertain, errorMsg)",F,2
"Helping > (positiveConfirmation, phrasedAsCertain, errorMsg)",S,3
"Helping > (positiveConfirmation, phrasedAsCertain, learningResources)",F,3
"Helping > (positiveConfirmation, phrasedAsCertain, learningResources)",S,7
"Helping > (positiveConfirmation, phrasedAsCertain, originalCode)",F,55
"Helping > (positiveConfirmation, phrasedAsCertain, originalCode)",S,60
"Helping > (positiveConfirmation, phrasedAsCertain, personalInfo)",F,11
"Helping > (positiveConfirmation, phrasedAsCertain, personalInfo)",S,30
"Helping > (positiveConfirmation, phrasedAsCertain, platformRelated)",F,27
"Helping > (positiveConfirmation, phrasedAsCertain, platformRelated)",S,25
"Helping > (positiveConfirmation, phrasedAsCertain, proposedNewCode)",F,144
"Helping > (positiveConfirmation, phrasedAsCertain, proposedNewCode)",S,299
"Helping > (positiveConfirmation, phrasedAsCertain, testCases)",F,16
"Helping > (positiveConfirmation, phrasedAsCertain, testCases)",S,20
"Helping > (positiveConfirmation, phrasedAsUnsure, bug)",F,1
"Helping > (positiveConfirmation, phrasedAsUnsure, bug)",S,0
"Helping > (positiveConfirmation, phrasedAsUnsure, codeOpinion)",F,0
"Helping > (positiveConfirmation, phrasedAsUnsure, codeOpinion)",S,0
"Helping > (positiveConfirmation, phrasedAsUnsure, codeSpecifications)",F,1
"Helping > (positiveConfirmation, phrasedAsUnsure, codeSpecifications)",S,0
"Helping > (positiveConfirmation, phrasedAsUnsure, codingConcept)",F,4
"Helping > (positiveConfirmation, phrasedAsUnsure, codingConcept)",S,7
"Helping > (positiveConfirmation, phrasedAsUnsure, codingExperience)",F,2
"Helping > (positiveConfirmation, phrasedAsUnsure, codingExperience)",S,1
"Helping > (positiveConfirmation, phrasedAsUnsure, developmentStrategy)",F,0
"Helping > (positiveConfirmation, phrasedAsUnsure, developmentStrategy)",S,2
"Helping > (positiveConfirmation, phrasedAsUnsure, errorLocation)",F,0
"Helping > (positiveConfirmation, phrasedAsUnsure, errorLocation)",S,0
"Helping > (positiveConfirmation, phrasedAsUnsure, errorMsg)",F,0
"Helping > (positiveConfirmation, phrasedAsUnsure, errorMsg)",S,0
"Helping > (positiveConfirmation, phrasedAsUnsure, learningResources)",F,0
"Helping > (positiveConfirmation, phrasedAsUnsure, learningResources)",S,0
"Helping > (positiveConfirmation, phrasedAsUnsure, originalCode)",F,3
"Helping > (positiveConfirmation, phrasedAsUnsure, originalCode)",S,7
"Helping > (positiveConfirmation, phrasedAsUnsure, personalInfo)",F,0
"Helping > (positiveConfirmation, phrasedAsUnsure, personalInfo)",S,0
"Helping > (positiveConfirmation, phrasedAsUnsure, platformRelated)",F,0
"Helping > (positiveConfirmation, phrasedAsUnsure, platformRelated)",S,0
"Helping > (positiveConfirmation, phrasedAsUnsure, proposedNewCode)",F,9
"Helping > (positiveConfirmation, phrasedAsUnsure, proposedNewCode)",S,14
"Helping > (positiveConfirmation, phrasedAsUnsure, testCases)",F,0
"Helping > (positiveConfirmation, phrasedAsUnsure, testCases)",S,1
"Helping > (positiveConfirmation, unknown, bug)",F,2
"Helping > (positiveConfirmation, unknown, bug)",S,1
"Helping > (positiveConfirmation, unknown, codeOpinion)",F,0
"Helping > (positiveConfirmation, unknown, codeOpinion)",S,0
"Helping > (positiveConfirmation, unknown, codeSpecifications)",F,2
"Helping > (positiveConfirmation, unknown, codeSpecifications)",S,4
"Helping > (positiveConfirmation, unknown, codingConcept)",F,1
"Helping > (positiveConfirmation, unknown, codingConcept)",S,1
"Helping > (positiveConfirmation, unknown, codingExperience)",F,1
"Helping > (positiveConfirmation, unknown, codingExperience)",S,0
"Helping > (positiveConfirmation, unknown, developmentStrategy)",F,1
"Helping > (positiveConfirmation, unknown, developmentStrategy)",S,0
"Helping > (positiveConfirmation, unknown, errorLocation)",F,1
"Helping > (positiveConfirmation, unknown, errorLocation)",S,0
"Helping > (positiveConfirmation, unknown, errorMsg)",F,0
"Helping > (positiveConfirmation, unknown, errorMsg)",S,0
"Helping > (positiveConfirmation, unknown, learningResources)",F,1
"Helping > (positiveConfirmation, unknown, learningResources)",S,0
"Helping > (positiveConfirmation, unknown, originalCode)",F,6
"Helping > (positiveConfirmation, unknown, originalCode)",S,1
"Helping > (positiveConfirmation, unknown, personalInfo)",F,0
"Helping > (positiveConfirmation, unknown, personalInfo)",S,1
"Helping > (positiveConfirmation, unknown, platformRelated)",F,1
"Helping > (positiveConfirmation, unknown, platformRelated)",S,0
"Helping > (positiveConfirmation, unknown, proposedNewCode)",F,8
"Helping > (positiveConfirmation, unknown, proposedNewCode)",S,14
"Helping > (positiveConfirmation, unknown, testCases)",F,0
"Helping > (positiveConfirmation, unknown, testCases)",S,1
"Helping > (state, phrasedAsCertain, bug)",F,166
"Helping > (state, phrasedAsCertain, bug)",S,182
"Helping > (state, phrasedAsCertain, codeOpinion)",F,50
"Helping > (state, phrasedAsCertain, codeOpinion)",S,122
"Helping > (state, phrasedAsCertain, codeSpecifications)",F,272
"Helping > (state, phrasedAsCertain, codeSpecifications)",S,364
"Helping > (state, phrasedAsCertain, codingConcept)",F,45
"Helping > (state, phrasedAsCertain, codingConcept)",S,99
"Helping > (state, phrasedAsCertain, codingExperience)",F,57
"Helping > (state, phrasedAsCertain, codingExperience)",S,87
"Helping > (state, phrasedAsCertain, developmentStrategy)",F,40
"Helping > (state, phrasedAsCertain, developmentStrategy)",S,40
"Helping > (state, phrasedAsCertain, errorLocation)",F,26
"Helping > (state, phrasedAsCertain, errorLocation)",S,29
"Helping > (state, phrasedAsCertain, errorMsg)",F,25
"Helping > (state, phrasedAsCertain, errorMsg)",S,26
"Helping > (state, phrasedAsCertain, learningResources)",F,23
"Helping > (state, phrasedAsCertain, learningResources)",S,44
"Helping > (state, phrasedAsCertain, originalCode)",F,125
"Helping > (state, phrasedAsCertain, originalCode)",S,104
"Helping > (state, phrasedAsCertain, personalInfo)",F,60
"Helping > (state, phrasedAsCertain, personalInfo)",S,88
"Helping > (state, phrasedAsCertain, platformRelated)",F,78
"Helping > (state, phrasedAsCertain, platformRelated)",S,79
"Helping > (state, phrasedAsCertain, proposedNewCode)",F,269
"Helping > (state, phrasedAsCertain, proposedNewCode)",S,494
"Helping > (state, phrasedAsCertain, testCases)",F,46
"Helping > (state, phrasedAsCertain, testCases)",S,82
"Helping > (state, phrasedAsUnsure, bug)",F,21
"Helping > (state, phrasedAsUnsure, bug)",S,23
"Helping > (state, phrasedAsUnsure, codeOpinion)",F,6
"Helping > (state, phrasedAsUnsure, codeOpinion)",S,10
"Helping > (state, phrasedAsUnsure, codeSpecifications)",F,16
"Helping > (state, phrasedAsUnsure, codeSpecifications)",S,20
"Helping > (state, phrasedAsUnsure, codingConcept)",F,6
"Helping > (state, phrasedAsUnsure, codingConcept)",S,16
"Helping > (state, phrasedAsUnsure, codingExperience)",F,11
"Helping > (state, phrasedAsUnsure, codingExperience)",S,6
"Helping > (state, phrasedAsUnsure, developmentStrategy)",F,1
"Helping > (state, phrasedAsUnsure, developmentStrategy)",S,1
"Helping > (state, phrasedAsUnsure, errorLocation)",F,5
"Helping > (state, phrasedAsUnsure, errorLocation)",S,0
"Helping > (state, phrasedAsUnsure, errorMsg)",F,1
"Helping > (state, phrasedAsUnsure, errorMsg)",S,0
"Helping > (state, phrasedAsUnsure, learningResources)",F,2
"Helping > (state, phrasedAsUnsure, learningResources)",S,3
"Helping > (state, phrasedAsUnsure, originalCode)",F,20
"Helping > (state, phrasedAsUnsure, originalCode)",S,18
"Helping > (state, phrasedAsUnsure, personalInfo)",F,2
"Helping > (state, phrasedAsUnsure, personalInfo)",S,5
"Helping > (state, phrasedAsUnsure, platformRelated)",F,9
"Helping > (state, phrasedAsUnsure, platformRelated)",S,6
"Helping > (state, phrasedAsUnsure, proposedNewCode)",F,63
"Helping > (state, phrasedAsUnsure, proposedNewCode)",S,63
"Helping > (state, phrasedAsUnsure, testCases)",F,4
"Helping > (state, phrasedAsUnsure, testCases)",S,1
"Helping > (state, unknown, bug)",F,1
"Helping > (state, unknown, bug)",S,2
"Helping > (state, unknown, codeOpinion)",F,0
"Helping > (state, unknown, codeOpinion)",S,0
"Helping > (state, unknown, codeSpecifications)",F,1
"Helping > (state, unknown, codeSpecifications)",S,1
